symbol;ticker_pesos;moneda;securityType;sufijo;clase_liquidacion;segmento;cotiza;panel;codigoIsin;tipoEspecie;insType;emisor
NPCCX;NPCCO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0630055561;Obligaciones Negociables;BOND;CENTRAL PUERTO S.A.
NPCCY;NPCCO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0630055561;Obligaciones Negociables;BOND;CENTRAL PUERTO S.A.
NPCCZ;NPCCO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0630055561;Obligaciones Negociables;BOND;CENTRAL PUERTO S.A.
NPCDC;NPCDO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0670326856;Obligaciones Negociables;BOND;CENTRAL PUERTO S.A.
NPCDD;NPCDO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0670326856;Obligaciones Negociables;BOND;CENTRAL PUERTO S.A.
NPCDO;NPCDO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0670326856;Obligaciones Negociables;BOND;CENTRAL PUERTO S.A.
NPCDY;NPCDO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0670326856;Obligaciones Negociables;BOND;CENTRAL PUERTO S.A.
NV11C;NV11O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
NV11D;NV11O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
NV11P;NV11O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
NV12C;NV12O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
NV12D;NV12O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
NV12P;NV12O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
NV61D;NV61O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
NV61X;NV61O;ARS;CORP;X;especial;;False;Oblig. Negociables;;;;
NV61Y;NV61O;cable;CORP;Y;especial;;False;Oblig. Negociables;;;;
NV61Z;NV61O;cable;CORP;Z;especial;;False;Oblig. Negociables;;;;
O11LC;O11LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
O1BLC;O1BLO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
O1BLD;O1BLO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
OC12C;OC12O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
OC12D;OC12O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
OC12P;OC12O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
OF1LC;OF1LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
OF1LD;OF1LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
OFS1L;OFS1O;ARS;CORP;L;otro;;False;Oblig. Negociables;;;;
OL1AD;OL1AO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
OL1BP;OL1BO;ARS;CORP;P;otro;;False;Oblig. Negociables;AR0681075047;Oblig. Negociables PYMES;BOND;Centro de Rehabilitación Integral Los Nogales S.R.L.
OLC2D;OLC2O;MEP;CORP;D;primary;;True;Oblig. Negociables;AROLDV560021;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC2O;OLC2O;ARS;CORP;O;primary;;True;Oblig. Negociables;AROLDV560021;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC2X;OLC2O;ARS;CORP;X;especial;;False;Oblig. Negociables;AROLDV560021;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC2Y;OLC2O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AROLDV560021;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC3C;OLC3O;cable;CORP;C;primary;;True;Oblig. Negociables;AROLDV560039;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC3O;OLC3O;ARS;CORP;O;primary;;True;Oblig. Negociables;AROLDV560039;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC3X;OLC3O;ARS;CORP;X;especial;;False;Oblig. Negociables;AROLDV560039;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC3Y;OLC3O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AROLDV560039;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC4D;OLC4O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0909041870;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC4O;OLC4O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0909041870;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC4X;OLC4O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0909041870;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC4Y;OLC4O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0909041870;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC4Z;OLC4O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0909041870;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC5C;OLC5O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0467419146;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC5D;OLC5O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0467419146;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC5O;OLC5O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0467419146;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC5X;OLC5O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0467419146;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC5Y;OLC5O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0467419146;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC5Z;OLC5O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0467419146;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC6C;OLC6O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0828163235;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC6D;OLC6O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0828163235;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC6O;OLC6O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0828163235;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC6X;OLC6O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0828163235;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC6Y;OLC6O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0828163235;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC6Z;OLC6O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0828163235;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC7C;OLC7O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0888142434;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC7D;OLC7O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0888142434;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC7O;OLC7O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0888142434;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC7X;OLC7O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0888142434;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC7Y;OLC7O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0888142434;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OLC7Z;OLC7O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0888142434;Obligaciones Negociables;BOND;Oleoductos del Valle S.A.
OM1BL;OM1BO;ARS;CORP;L;otro;;False;Oblig. Negociables;AR0694147783;Oblig. Negociables PYMES;BOND;Máquinas Agrícolas Ombú S.A.
ONS1C;ONS1O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
ONS1D;ONS1O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
ONS1P;ONS1O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
OR1LC;OR1LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
OR3AC;OR3AO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
OR3AD;OR3AO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
OR3AP;OR3AO;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
OR3BC;OR3BO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
OR3BD;OR3BO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
OR3BP;OR3BO;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
ORS1L;ORS1O;ARS;CORP;L;otro;;False;Oblig. Negociables;;;;
OT41C;OT41O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0369871972;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT41D;OT41O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0369871972;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT41O;OT41O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0369871972;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT41X;OT41O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0369871972;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT41Y;OT41O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0369871972;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT41Z;OT41O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0369871972;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT42C;OT42O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0061093123;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT42D;OT42O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0061093123;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT42O;OT42O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0061093123;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT42X;OT42O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0061093123;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT42Y;OT42O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0061093123;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OT42Z;OT42O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0061093123;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS2C;OTS2O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0182698750;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS2D;OTS2O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0182698750;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS2O;OTS2O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0182698750;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS2X;OTS2O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0182698750;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS2Y;OTS2O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0182698750;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS2Z;OTS2O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0182698750;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS3C;OTS3O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0912860969;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS3D;OTS3O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0912860969;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS3O;OTS3O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0912860969;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS3X;OTS3O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0912860969;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS3Y;OTS3O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0912860969;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS3Z;OTS3O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0912860969;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS5C;OTS5O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0034370418;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS5D;OTS5O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0034370418;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS5O;OTS5O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0034370418;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS5X;OTS5O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0034370418;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS5Y;OTS5O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0034370418;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS5Z;OTS5O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0034370418;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS6C;OTS6O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0110435994;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS6D;OTS6O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0110435994;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS6O;OTS6O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0110435994;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS6X;OTS6O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0110435994;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS6Y;OTS6O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0110435994;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OTS6Z;OTS6O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0110435994;Obligaciones Negociables;BOND;OTAMERICA EBYTEM SOCIEDAD ANONIMA
OV1BP;OV1BO;ARS;CORP;P;otro;;False;Oblig. Negociables;AROZOG560039;Oblig. Negociables PYMES;BOND;Ozog Vial S.R.L.
OW11L;OW11O;ARS;CORP;L;otro;;False;Oblig. Negociables;;;;
OZC3C;OZC3O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0428738048;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC3D;OZC3O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0428738048;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC3O;OZC3O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0428738048;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC6C;OZC6O;cable;CORP;C;primary;;True;Oblig. Negociables;USP37213AG34;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC6D;OZC6O;MEP;CORP;D;primary;;True;Oblig. Negociables;USP37213AG34;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC6O;OZC6O;ARS;CORP;O;primary;;True;Oblig. Negociables;USP37213AG34;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC6X;OZC6O;ARS;CORP;X;especial;;False;Oblig. Negociables;USP37213AG34;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC6Y;OZC6O;MEP;CORP;Y;especial;;False;Oblig. Negociables;USP37213AG34;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC6Z;OZC6O;cable;CORP;Z;especial;;False;Oblig. Negociables;USP37213AG34;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC7C;OZC7O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0275664305;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC7D;OZC7O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0275664305;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC7O;OZC7O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0275664305;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC7X;OZC7O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0275664305;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC7Y;OZC7O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0275664305;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
OZC7Z;OZC7O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0275664305;Obligaciones Negociables;BOND;EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A. (EDEMSA)
P11LC;P11LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
P11LD;P11LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
PB1MC;PB1MO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0896115646;Obligaciones Negociables;BOND;Promedon S.A.
PB1MD;PB1MO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0896115646;Obligaciones Negociables;BOND;Promedon S.A.
PBS1M;PB1MO;ARS;CORP;M;otro;;False;Oblig. Negociables;AR0896115646;Obligaciones Negociables;BOND;Promedon S.A.
PDS2C;PDS2O;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
PDS2D;PDS2O;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
PDS2P;PDS2O;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
PE1LC;PE1LO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
PE1LD;PE1LO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
PECJC;PECJO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0042334919;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECJD;PECJO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0042334919;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECJO;PECJO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0042334919;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECJX;PECJO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0042334919;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECJY;PECJO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0042334919;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECJZ;PECJO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0042334919;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECKC;PECKO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0176873831;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECKD;PECKO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0176873831;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECKO;PECKO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0176873831;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECKX;PECKO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0176873831;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECKY;PECKO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0176873831;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECKZ;PECKO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0176873831;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECLC;PECLO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0277195662;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECLD;PECLO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0277195662;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECLO;PECLO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0277195662;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECLX;PECLO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0277195662;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECLY;PECLO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0277195662;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECLZ;PECLO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0277195662;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECMC;PECMO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0990368851;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECMD;PECMO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0990368851;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECMO;PECMO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0990368851;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECMX;PECMO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0990368851;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECMY;PECMO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0990368851;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECMZ;PECMO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0990368851;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECNC;PECNO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0199819753;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECND;PECNO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0199819753;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECNO;PECNO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0199819753;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECNX;PECNO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0199819753;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECNY;PECNO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0199819753;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECNZ;PECNO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0199819753;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECOC;PECOO;cable;CORP;C;primary;;True;Oblig. Negociables;AR0465148036;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECOD;PECOO;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0465148036;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECOO;PECOO;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0465148036;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECOX;PECOO;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0465148036;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECOY;PECOO;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0465148036;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PECOZ;PECOO;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0465148036;Obligaciones Negociables;BOND;Tango Energy Argentina S.A.
PES1L;PES1O;ARS;CORP;L;otro;;False;Oblig. Negociables;AR0658693657;Oblig. Negociables PYMES;BOND;Pedrolga S.A.
PF3AC;PF3AO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
PF3AD;PF3AO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
PF3AP;PF3AO;ARS;CORP;P;otro;;False;Oblig. Negociables;;;;
PF3BC;PF3BO;cable;CORP;C;primary;;True;Oblig. Negociables;;;;
PF3BD;PF3BO;MEP;CORP;D;primary;;True;Oblig. Negociables;;;;
PFC2C;PFC2O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0416362439;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC2D;PFC2O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0416362439;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC2O;PFC2O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0416362439;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC2X;PFC2O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0416362439;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC2Y;PFC2O;MEP;CORP;Y;especial;;False;Oblig. Negociables;AR0416362439;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC2Z;PFC2O;cable;CORP;Z;especial;;False;Oblig. Negociables;AR0416362439;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC3C;PFC3O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0645095644;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC3D;PFC3O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0645095644;Obligaciones Negociables;BOND;PROFERTIL S.A.
PFC3O;PFC3O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0645095644;Obligaciones Negociables;BOND;PROFERTIL S.A.
PG11L;PG11O;ARS;CORP;L;otro;;False;Oblig. Negociables;AR0632907264;Oblig. Negociables PYMES;BOND;Prigioni Agro S.R.L.
PHC3C;PHC3O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0269744345;Obligaciones Negociables;BOND;Puente Hnos. S.A.
PHC3D;PHC3O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0269744345;Obligaciones Negociables;BOND;Puente Hnos. S.A.
PHC3O;PHC3O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0269744345;Obligaciones Negociables;BOND;Puente Hnos. S.A.
PHC4C;PHC4O;cable;CORP;C;primary;;True;Oblig. Negociables;AR0585258590;Obligaciones Negociables;BOND;Puente Hnos. S.A.
PHC4D;PHC4O;MEP;CORP;D;primary;;True;Oblig. Negociables;AR0585258590;Obligaciones Negociables;BOND;Puente Hnos. S.A.
PHC4O;PHC4O;ARS;CORP;O;primary;;True;Oblig. Negociables;AR0585258590;Obligaciones Negociables;BOND;Puente Hnos. S.A.
PHC4X;PHC4O;ARS;CORP;X;especial;;False;Oblig. Negociables;AR0585258590;Obligaciones Negociables;BOND;Puente Hnos. S.A.
